1.4,1,0.01
1.4,2,0.01386
1.4,3,0.0191351
1.4,4,0.0262765
1.4,5,0.0358204
1.4,6,0.0483523
1.4,7,0.06442
1.4,8,0.0843781
1.4,9,0.108162
1.4,10,0.135048
1.4,11,0.163534
1.4,12,0.191507
1.4,13,0.216765
1.4,14,0.237689
1.4,15,0.25367
1.4,16,0.26505
1.4,17,0.272718
1.4,18,0.27768
1.4,19,0.280803
1.4,20,0.282734
1.4,21,0.283914
1.4,22,0.284629
1.4,23,0.285062
1.4,24,0.285322
1.4,25,0.285479
1.4,26,0.285573
1.4,27,0.285629
1.4,28,0.285663
1.4,29,0.285684
1.4,30,0.285696
1.4,31,0.285703
1.4,32,0.285708
1.4,33,0.28571
1.4,34,0.285712
1.4,35,0.285713
1.4,36,0.285713
1.4,37,0.285714
1.4,38,0.285714
1.4,39,0.285714
1.4,40,0.285714
1.4,41,0.285714
1.4,42,0.285714
1.4,43,0.285714
1.4,44,0.285714
1.4,45,0.285714
1.4,46,0.285714
1.4,47,0.285714
1.4,48,0.285714
1.4,49,0.285714
1.4,50,0.285714
2,1,0.01
2,2,0.0198
2,3,0.0388159
2,4,0.0746185
2,5,0.138101
2,6,0.238058
2,7,0.362773
2,8,0.462338
2,9,0.497163
2,10,0.499984
2,11,0.5
2,12,0.5
2,13,0.5
2,14,0.5
2,15,0.5
2,16,0.5
2,17,0.5
2,18,0.5
2,19,0.5
2,20,0.5
2,21,0.5
2,22,0.5
2,23,0.5
2,24,0.5
2,25,0.5
2,26,0.5
2,27,0.5
2,28,0.5
2,29,0.5
2,30,0.5
2,31,0.5
2,32,0.5
2,33,0.5
2,34,0.5
2,35,0.5
2,36,0.5
2,37,0.5
2,38,0.5
2,39,0.5
2,40,0.5
2,41,0.5
2,42,0.5
2,43,0.5
2,44,0.5
2,45,0.5
2,46,0.5
2,47,0.5
2,48,0.5
2,49,0.5
2,50,0.5
2.99,1,0.01
2.99,2,0.029601
2.99,3,0.0858871
2.99,4,0.234746
2.99,5,0.537125
2.99,6,0.743379
2.99,7,0.570392
2.99,8,0.732684
2.99,9,0.585615
2.99,10,0.725583
2.99,11,0.595345
2.99,12,0.720319
2.99,13,0.602364
2.99,14,0.716169
2.99,15,0.60778
2.99,16,0.712767
2.99,17,0.612144
2.99,18,0.709897
2.99,19,0.61577
2.99,20,0.707426
2.99,21,0.618854
2.99,22,0.705263
2.99,23,0.621523
2.99,24,0.703344
2.99,25,0.623867
2.99,26,0.701624
2.99,27,0.625949
2.99,28,0.700069
2.99,29,0.627818
2.99,30,0.698651
2.99,31,0.629508
2.99,32,0.697351
2.99,33,0.631047
2.99,34,0.696152
2.99,35,0.632458
2.99,36,0.69504
2.99,37,0.633759
2.99,38,0.694005
2.99,39,0.634963
2.99,40,0.693037
2.99,41,0.636083
2.99,42,0.69213
2.99,43,0.637128
2.99,44,0.691276
2.99,45,0.638106
2.99,46,0.690471
2.99,47,0.639025
2.99,48,0.689709
2.99,49,0.639891
2.99,50,0.688987
