1.4,1,0.01
1.4,2,0.01386
1.4,3,0.0191351
1.4,4,0.0262765
1.4,5,0.0358204
1.4,6,0.0483523
1.4,7,0.06442
1.4,8,0.0843781
1.4,9,0.108162
1.4,10,0.135048
1.4,11,0.163534
1.4,12,0.191507
1.4,13,0.216765
1.4,14,0.237689
1.4,15,0.25367
1.4,16,0.26505
1.4,17,0.272718
1.4,18,0.27768
1.4,19,0.280803
1.4,20,0.282734
1.4,21,0.283914
1.4,22,0.284629
1.4,23,0.285062
1.4,24,0.285322
1.4,25,0.285479
1.4,26,0.285573
1.4,27,0.285629
1.4,28,0.285663
1.4,29,0.285684
1.4,30,0.285696
1.4,31,0.285703
1.4,32,0.285708
1.4,33,0.28571
1.4,34,0.285712
1.4,35,0.285713
1.4,36,0.285713
1.4,37,0.285714
1.4,38,0.285714
1.4,39,0.285714
1.4,40,0.285714
1.4,41,0.285714
1.4,42,0.285714
1.4,43,0.285714
1.4,44,0.285714
1.4,45,0.285714
1.4,46,0.285714
1.4,47,0.285714
1.4,48,0.285714
1.4,49,0.285714
1.4,50,0.285714
1.4,51,0.285714
1.4,52,0.285714
1.4,53,0.285714
1.4,54,0.285714
1.4,55,0.285714
1.4,56,0.285714
1.4,57,0.285714
1.4,58,0.285714
1.4,59,0.285714
1.4,60,0.285714
1.4,61,0.285714
1.4,62,0.285714
1.4,63,0.285714
1.4,64,0.285714
1.4,65,0.285714
1.4,66,0.285714
1.4,67,0.285714
1.4,68,0.285714
1.4,69,0.285714
1.4,70,0.285714
1.4,71,0.285714
1.4,72,0.285714
1.4,73,0.285714
1.4,74,0.285714
1.4,75,0.285714
1.4,76,0.285714
1.4,77,0.285714
1.4,78,0.285714
1.4,79,0.285714
1.4,80,0.285714
1.4,81,0.285714
1.4,82,0.285714
1.4,83,0.285714
1.4,84,0.285714
1.4,85,0.285714
1.4,86,0.285714
1.4,87,0.285714
1.4,88,0.285714
1.4,89,0.285714
1.4,90,0.285714
1.4,91,0.285714
1.4,92,0.285714
1.4,93,0.285714
1.4,94,0.285714
1.4,95,0.285714
1.4,96,0.285714
1.4,97,0.285714
1.4,98,0.285714
1.4,99,0.285714
1.4,100,0.285714
1.4,101,0.285714
1.4,102,0.285714
1.4,103,0.285714
1.4,104,0.285714
1.4,105,0.285714
1.4,106,0.285714
1.4,107,0.285714
1.4,108,0.285714
1.4,109,0.285714
1.4,110,0.285714
1.4,111,0.285714
1.4,112,0.285714
1.4,113,0.285714
1.4,114,0.285714
1.4,115,0.285714
1.4,116,0.285714
1.4,117,0.285714
1.4,118,0.285714
1.4,119,0.285714
1.4,120,0.285714
1.4,121,0.285714
1.4,122,0.285714
1.4,123,0.285714
1.4,124,0.285714
1.4,125,0.285714
1.4,126,0.285714
1.4,127,0.285714
1.4,128,0.285714
1.4,129,0.285714
1.4,130,0.285714
1.4,131,0.285714
1.4,132,0.285714
1.4,133,0.285714
1.4,134,0.285714
1.4,135,0.285714
1.4,136,0.285714
1.4,137,0.285714
1.4,138,0.285714
1.4,139,0.285714
1.4,140,0.285714
1.4,141,0.285714
1.4,142,0.285714
1.4,143,0.285714
1.4,144,0.285714
1.4,145,0.285714
1.4,146,0.285714
1.4,147,0.285714
1.4,148,0.285714
1.4,149,0.285714
1.4,150,0.285714
2,1,0.01
2,2,0.0198
2,3,0.0388159
2,4,0.0746185
2,5,0.138101
2,6,0.238058
2,7,0.362773
2,8,0.462338
2,9,0.497163
2,10,0.499984
2,11,0.5
2,12,0.5
2,13,0.5
2,14,0.5
2,15,0.5
2,16,0.5
2,17,0.5
2,18,0.5
2,19,0.5
2,20,0.5
2,21,0.5
2,22,0.5
2,23,0.5
2,24,0.5
2,25,0.5
2,26,0.5
2,27,0.5
2,28,0.5
2,29,0.5
2,30,0.5
2,31,0.5
2,32,0.5
2,33,0.5
2,34,0.5
2,35,0.5
2,36,0.5
2,37,0.5
2,38,0.5
2,39,0.5
2,40,0.5
2,41,0.5
2,42,0.5
2,43,0.5
2,44,0.5
2,45,0.5
2,46,0.5
2,47,0.5
2,48,0.5
2,49,0.5
2,50,0.5
2,51,0.5
2,52,0.5
2,53,0.5
2,54,0.5
2,55,0.5
2,56,0.5
2,57,0.5
2,58,0.5
2,59,0.5
2,60,0.5
2,61,0.5
2,62,0.5
2,63,0.5
2,64,0.5
2,65,0.5
2,66,0.5
2,67,0.5
2,68,0.5
2,69,0.5
2,70,0.5
2,71,0.5
2,72,0.5
2,73,0.5
2,74,0.5
2,75,0.5
2,76,0.5
2,77,0.5
2,78,0.5
2,79,0.5
2,80,0.5
2,81,0.5
2,82,0.5
2,83,0.5
2,84,0.5
2,85,0.5
2,86,0.5
2,87,0.5
2,88,0.5
2,89,0.5
2,90,0.5
2,91,0.5
2,92,0.5
2,93,0.5
2,94,0.5
2,95,0.5
2,96,0.5
2,97,0.5
2,98,0.5
2,99,0.5
2,100,0.5
2,101,0.5
2,102,0.5
2,103,0.5
2,104,0.5
2,105,0.5
2,106,0.5
2,107,0.5
2,108,0.5
2,109,0.5
2,110,0.5
2,111,0.5
2,112,0.5
2,113,0.5
2,114,0.5
2,115,0.5
2,116,0.5
2,117,0.5
2,118,0.5
2,119,0.5
2,120,0.5
2,121,0.5
2,122,0.5
2,123,0.5
2,124,0.5
2,125,0.5
2,126,0.5
2,127,0.5
2,128,0.5
2,129,0.5
2,130,0.5
2,131,0.5
2,132,0.5
2,133,0.5
2,134,0.5
2,135,0.5
2,136,0.5
2,137,0.5
2,138,0.5
2,139,0.5
2,140,0.5
2,141,0.5
2,142,0.5
2,143,0.5
2,144,0.5
2,145,0.5
2,146,0.5
2,147,0.5
2,148,0.5
2,149,0.5
2,150,0.5
2.99,1,0.01
2.99,2,0.029601
2.99,3,0.0858871
2.99,4,0.234746
2.99,5,0.537125
2.99,6,0.743379
2.99,7,0.570392
2.99,8,0.732684
2.99,9,0.585615
2.99,10,0.725583
2.99,11,0.595345
2.99,12,0.720319
2.99,13,0.602364
2.99,14,0.716169
2.99,15,0.60778
2.99,16,0.712767
2.99,17,0.612144
2.99,18,0.709897
2.99,19,0.61577
2.99,20,0.707426
2.99,21,0.618854
2.99,22,0.705263
2.99,23,0.621523
2.99,24,0.703344
2.99,25,0.623867
2.99,26,0.701624
2.99,27,0.625949
2.99,28,0.700069
2.99,29,0.627818
2.99,30,0.698651
2.99,31,0.629508
2.99,32,0.697351
2.99,33,0.631047
2.99,34,0.696152
2.99,35,0.632458
2.99,36,0.69504
2.99,37,0.633759
2.99,38,0.694005
2.99,39,0.634963
2.99,40,0.693037
2.99,41,0.636083
2.99,42,0.69213
2.99,43,0.637128
2.99,44,0.691276
2.99,45,0.638106
2.99,46,0.690471
2.99,47,0.639025
2.99,48,0.689709
2.99,49,0.639891
2.99,50,0.688987
2.99,51,0.640709
2.99,52,0.688301
2.99,53,0.641483
2.99,54,0.687648
2.99,55,0.642217
2.99,56,0.687025
2.99,57,0.642914
2.99,58,0.686431
2.99,59,0.643578
2.99,60,0.685862
2.99,61,0.644211
2.99,62,0.685317
2.99,63,0.644816
2.99,64,0.684795
2.99,65,0.645394
2.99,66,0.684293
2.99,67,0.645948
2.99,68,0.683811
2.99,69,0.646479
2.99,70,0.683346
2.99,71,0.646989
2.99,72,0.682899
2.99,73,0.647478
2.99,74,0.682468
2.99,75,0.647949
2.99,76,0.682052
2.99,77,0.648403
2.99,78,0.68165
2.99,79,0.64884
2.99,80,0.681262
2.99,81,0.649261
2.99,82,0.680886
2.99,83,0.649668
2.99,84,0.680523
2.99,85,0.65006
2.99,86,0.680171
2.99,87,0.65044
2.99,88,0.67983
2.99,89,0.650807
2.99,90,0.679499
2.99,91,0.651163
2.99,92,0.679178
2.99,93,0.651507
2.99,94,0.678867
2.99,95,0.65184
2.99,96,0.678564
2.99,97,0.652163
2.99,98,0.678271
2.99,99,0.652477
2.99,100,0.677985
2.99,101,0.652781
2.99,102,0.677708
2.99,103,0.653076
2.99,104,0.677438
2.99,105,0.653362
2.99,106,0.677175
2.99,107,0.653641
2.99,108,0.67692
2.99,109,0.653911
2.99,110,0.676671
2.99,111,0.654174
2.99,112,0.676428
2.99,113,0.65443
2.99,114,0.676192
2.99,115,0.654679
2.99,116,0.675962
2.99,117,0.654921
2.99,118,0.675738
2.99,119,0.655157
2.99,120,0.675519
2.99,121,0.655387
2.99,122,0.675306
2.99,123,0.655611
2.99,124,0.675098
2.99,125,0.655828
2.99,126,0.674895
2.99,127,0.656041
2.99,128,0.674697
2.99,129,0.656248
2.99,130,0.674504
2.99,131,0.656449
2.99,132,0.674315
2.99,133,0.656646
2.99,134,0.674131
2.99,135,0.656838
2.99,136,0.673951
2.99,137,0.657025
2.99,138,0.673776
2.99,139,0.657208
2.99,140,0.673604
2.99,141,0.657386
2.99,142,0.673436
2.99,143,0.65756
2.99,144,0.673273
2.99,145,0.65773
2.99,146,0.673112
2.99,147,0.657896
2.99,148,0.672956
2.99,149,0.658058
2.99,150,0.672803
