1,1
1.0014,1
1.0028,1
1.0042,1
1.0056,1
1.007,1
1.0084,1
1.0098,1
1.0112,1
1.0126,1
1.014,1
1.0154,1
1.0168,1
1.0182,1
1.0196,1
1.021,1
1.0224,1
1.0238,1
1.0252,1
1.0266,1
1.028,1
1.0294,1
1.0308,1
1.0322,1
1.0336,1
1.035,1
1.0364,1
1.0378,1
1.0392,1
1.0406,1
1.042,1
1.0434,1
1.0448,1
1.0462,1
1.0476,1
1.049,1
1.0504,1
1.0518,1
1.0532,1
1.0546,1
1.056,1
1.0574,1
1.0588,1
1.0602,1
1.0616,1
1.063,1
1.0644,1
1.0658,1
1.0672,1
1.0686,1
1.07,1
1.0714,1
1.0728,1
1.0742,1
1.0756,1
1.077,1
1.0784,1
1.0798,1
1.0812,1
1.0826,1
1.084,1
1.0854,1
1.0868,1
1.0882,1
1.0896,1
1.091,1
1.0924,1
1.0938,1
1.0952,1
1.0966,1
1.098,1
1.0994,1
1.1008,1
1.1022,1
1.1036,1
1.105,1
1.1064,1
1.1078,1
1.1092,1
1.1106,1
1.112,1
1.1134,1
1.1148,1
1.1162,1
1.1176,1
1.119,1
1.1204,1
1.1218,1
1.1232,1
1.1246,1
1.126,1
1.1274,1
1.1288,1
1.1302,1
1.1316,1
1.133,1
1.1344,1
1.1358,1
1.1372,1
1.1386,1
1.14,1
1.1414,1
1.1428,1
1.1442,1
1.1456,1
1.147,1
1.1484,1
1.1498,1
1.1512,1
1.1526,1
1.154,1
1.1554,1
1.1568,1
1.1582,1
1.1596,1
1.161,1
1.1624,1
1.1638,1
1.1652,1
1.1666,1
1.168,1
1.1694,1
1.1708,1
1.1722,1
1.1736,1
1.175,1
1.1764,1
1.1778,1
1.1792,1
1.1806,1
1.182,1
1.1834,1
1.1848,1
1.1862,1
1.1876,1
1.189,1
1.1904,1
1.1918,1
1.1932,1
1.1946,1
1.196,1
1.1974,1
1.1988,1
1.2002,1
1.2016,1
1.203,1
1.2044,1
1.2058,1
1.2072,1
1.2086,1
1.21,1
1.2114,1
1.2128,1
1.2142,1
1.2156,1
1.217,1
1.2184,1
1.2198,1
1.2212,1
1.2226,1
1.224,1
1.2254,1
1.2268,1
1.2282,1
1.2296,1
1.231,1
1.2324,1
1.2338,1
1.2352,1
1.2366,1
1.238,1
1.2394,1
1.2408,1
1.2422,1
1.2436,1
1.245,1
1.2464,1
1.2478,1
1.2492,1
1.2506,1
1.252,1
1.2534,1
1.2548,1
1.2562,1
1.2576,1
1.259,1
1.2604,1
1.2618,1
1.2632,1
1.2646,1
1.266,1
1.2674,1
1.2688,1
1.2702,1
1.2716,1
1.273,1
1.2744,1
1.2758,1
1.2772,1
1.2786,1
1.28,1
1.2814,1
1.2828,1
1.2842,1
1.2856,1
1.287,1
1.2884,1
1.2898,1
1.2912,1
1.2926,1
1.294,1
1.2954,1
1.2968,1
1.2982,1
1.2996,1
1.301,1
1.3024,1
1.3038,1
1.3052,1
1.3066,1
1.308,1
1.3094,1
1.3108,1
1.3122,1
1.3136,1
1.315,1
1.3164,1
1.3178,1
1.3192,1
1.3206,1
1.322,1
1.3234,1
1.3248,1
1.3262,1
1.3276,1
1.329,1
1.3304,1
1.3318,1
1.3332,1
1.3346,1
1.336,1
1.3374,1
1.3388,1
1.3402,1
1.3416,1
1.343,1
1.3444,1
1.3458,1
1.3472,1
1.3486,1
1.35,1
1.3514,1
1.3528,1
1.3542,1
1.3556,1
1.357,1
1.3584,1
1.3598,1
1.3612,1
1.3626,1
1.364,1
1.3654,1
1.3668,1
1.3682,1
1.3696,1
1.371,1
1.3724,1
1.3738,1
1.3752,1
1.3766,1
1.378,1
1.3794,1
1.3808,1
1.3822,1
1.3836,1
1.385,1
1.3864,1
1.3878,1
1.3892,1
1.3906,1
1.392,1
1.3934,1
1.3948,1
1.3962,1
1.3976,1
1.399,1
1.4004,1
1.4018,1
1.4032,1
1.4046,1
1.406,1
1.4074,1
1.4088,1
1.4102,1
1.4116,1
1.413,1
1.4144,1
1.4158,1
1.4172,1
1.4186,1
1.42,1
1.4214,1
1.4228,1
1.4242,1
1.4256,1
1.427,1
1.4284,1
1.4298,1
1.4312,1
1.4326,1
1.434,1
1.4354,1
1.4368,1
1.4382,1
1.4396,1
1.441,1
1.4424,1
1.4438,1
1.4452,1
1.4466,1
1.448,1
1.4494,1
1.4508,1
1.4522,1
1.4536,1
1.455,1
1.4564,1
1.4578,1
1.4592,1
1.4606,1
1.462,1
1.4634,1
1.4648,1
1.4662,1
1.4676,1
1.469,1
1.4704,1
1.4718,1
1.4732,1
1.4746,1
1.476,1
1.4774,1
1.4788,1
1.4802,1
1.4816,1
1.483,1
1.4844,1
1.4858,1
1.4872,1
1.4886,1
1.49,1
1.4914,1
1.4928,1
1.4942,1
1.4956,1
1.497,1
1.4984,1
1.4998,1
1.5012,1
1.5026,1
1.504,1
1.5054,1
1.5068,1
1.5082,1
1.5096,1
1.511,1
1.5124,1
1.5138,1
1.5152,1
1.5166,1
1.518,1
1.5194,1
1.5208,1
1.5222,1
1.5236,1
1.525,1
1.5264,1
1.5278,1
1.5292,1
1.5306,1
1.532,1
1.5334,1
1.5348,1
1.5362,1
1.5376,1
1.539,1
1.5404,1
1.5418,1
1.5432,1
1.5446,1
1.546,1
1.5474,1
1.5488,1
1.5502,1
1.5516,1
1.553,1
1.5544,1
1.5558,1
1.5572,1
1.5586,1
1.56,1
1.5614,1
1.5628,1
1.5642,1
1.5656,1
1.567,1
1.5684,1
1.5698,1
1.5712,1
1.5726,1
1.574,1
1.5754,1
1.5768,1
1.5782,1
1.5796,1
1.581,1
1.5824,1
1.5838,1
1.5852,1
1.5866,1
1.588,1
1.5894,1
1.5908,1
1.5922,1
1.5936,1
1.595,1
1.5964,1
1.5978,1
